Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0037844	412	131	139	594	256	262	208	205	198	303	358	321	265.4	204	327	1.593	0.672	4.657	3.21358376616893e-06	5.39422989321213e-05	0	0.0144	0.0108	0.0108	TRUE	NA
FBgn0032820	532	176	202	775	297	354	268	275	288	395	415	434	345.89	277	415	1.496	0.581	4.65	3.32354396996473e-06	5.56833914667637e-05	0	0.0121	0.0081	0.0081	TRUE	NA
FBgn0035165	7478	2214	2610	9726	3100	3819	3766	3460	3719	4960	4336	4681	4153.64	3648	4659	1.277	0.352	4.649	3.33872253860742e-06	5.58329443254013e-05	0.0018	0.0052	0.0039	0.0039	TRUE	NA
FBgn0284436	9802	3653	4404	11523	5698	6481	4937	5709	6275	5876	7970	7944	6451.73	5640	7263	1.279	0.355	4.647	3.3671313659932e-06	5.62027721463912e-05	0.0026	0.0049	0.004	0.004	TRUE	NA
FBgn0039876	396	130	133	639	207	262	199	203	190	326	290	321	254.77	197	312	1.587	0.667	4.637	3.52707438229665e-06	5.86532108638903e-05	0	0.0148	0.0105	0.0105	TRUE	NA
FBgn0027865	841	207	197	1417	354	320	424	324	281	723	495	392	439.62	343	537	1.555	0.637	4.632	3.61314180942357e-06	5.99727813348559e-05	0.0118	0.0105	0.0108	0.0108	TRUE	NA
FBgn0037678	27	16	9	76	52	51	14	25	13	39	73	63	37.57	17	58	3.287	1.717	4.606	4.10338885880486e-06	6.72353440534448e-05	0.0036	0.074	0.0608	0.0608	TRUE	NA
FBgn0001197	6321	1833	2252	7725	2823	3250	3184	2865	3209	3939	3948	3983	3521.39	3086	3957	1.282	0.358	4.594	4.35802561190863e-06	7.07584885715346e-05	0.0018	0.0053	0.0041	0.0041	TRUE	NA
FBgn0027843	1269	369	515	1809	652	772	639	577	734	922	912	946	788.38	650	927	1.426	0.512	4.582	4.5980708760645e-06	7.43854581943044e-05	0.0073	0.0078	0.0076	0.0076	TRUE	NA
FBgn0024177	682	176	269	1095	387	386	344	275	383	558	541	473	429.11	334	524	1.569	0.65	4.565	5.00403497090814e-06	8.05153734958733e-05	0.016	0.0106	0.0119	0.0119	TRUE	NA
FBgn0050185	777	224	275	1045	401	451	391	350	392	533	561	553	463.3	378	549	1.445	0.531	4.559	5.14126510830761e-06	8.24263867453984e-05	0	0.0102	0.0074	0.0074	TRUE	NA
FBgn0002543	1431	637	536	2178	909	955	721	996	764	1111	1271	1171	1005.43	827	1184	1.441	0.527	4.558	5.15333254672247e-06	8.24717914735335e-05	0.0112	0.0071	0.0085	0.0085	TRUE	NA
FBgn0031538	287	116	149	456	216	269	145	181	212	233	302	330	233.75	179	288	1.606	0.683	4.555	5.24945333035754e-06	8.38597821826347e-05	0	0.0157	0.0115	0.0115	TRUE	NA
FBgn0265413	3679	1495	1879	6220	2223	2644	1853	2336	2677	3172	3109	3241	2731.42	2289	3174	1.403	0.489	4.546	5.47279992142373e-06	8.71160486600961e-05	0.0131	0.0055	0.0079	0.0079	TRUE	NA
FBgn0037213	848	324	285	1206	451	594	427	506	406	615	631	728	552.23	446	658	1.473	0.559	4.524	6.07185609078745e-06	9.59675661782866e-05	0.0081	0.0093	0.009	0.009	TRUE	NA
FBgn0085339	2334	702	745	2767	1157	1224	1176	1097	1062	1411	1618	1500	1310.61	1112	1510	1.352	0.435	4.521	6.14842639359633e-06	9.70060913335958e-05	0.0045	0.0065	0.0058	0.0058	TRUE	NA
FBgn0261444	1212	457	372	1669	681	747	610	714	530	851	952	916	762.31	618	906	1.463	0.549	4.516	6.30110750192946e-06	9.92396648892947e-05	0.0127	0.008	0.0092	0.0092	TRUE	NA
FBgn0037632	11332	4268	5066	13664	6206	7091	5708	6670	7219	6968	8680	8691	7322.56	6532	8113	1.24	0.311	4.513	6.3974873594257e-06	0.000100580214999422	8e-04	0.0049	0.0033	0.0033	TRUE	NA
FBgn0259734	477	186	156	740	274	332	240	291	222	377	383	407	320.12	251	389	1.554	0.636	4.499	6.82989250561644e-06	0.000107001649254657	0.0046	0.0127	0.0109	0.0109	TRUE	NA
FBgn0025865	8094	3179	3256	9844	4224	4976	4077	4968	4639	5020	5908	6099	5118.52	4561	5676	1.244	0.314	4.498	6.84934554882996e-06	0.000107118486429162	6e-04	0.005	0.0033	0.0033	TRUE	NA
FBgn0262081	13232	4794	4434	16854	6637	7137	6665	7492	6318	8594	9283	8748	7849.96	6825	8875	1.3	0.379	4.495	6.94350782053823e-06	0.000108401267198263	0.0051	0.0049	0.005	0.005	TRUE	NA
FBgn0000490	319	114	98	512	208	202	161	178	140	261	291	248	213.01	160	267	1.668	0.738	4.489	7.14644097007166e-06	0.000110987335413461	0.0051	0.0168	0.0141	0.0141	TRUE	NA
FBgn0029856	400	81	133	750	182	206	201	127	190	382	255	252	234.51	173	296	1.71	0.774	4.489	7.16693422481e-06	0.000111112365672836	0.0184	0.0157	0.0162	0.0162	TRUE	NA
FBgn0035173	792	312	266	1192	443	506	399	488	379	608	620	620	518.86	422	616	1.466	0.552	4.482	7.3788289430323e-06	0.000114001630555845	0.0069	0.0096	0.0088	0.0088	TRUE	NA
FBgn0013997	3149	1141	1084	4567	1651	1646	1586	1783	1545	2329	2309	2017	1928.23	1638	2218	1.357	0.44	4.481	7.44060619251105e-06	0.000114566258274652	0.0073	0.0059	0.0064	0.0064	TRUE	NA
FBgn0033368	107	24	30	189	76	86	54	38	43	96	106	105	73.71	45	102	2.242	1.165	4.464	8.06273759151142e-06	0.000123499565509772	0	0.0399	0.0321	0.0321	TRUE	NA
FBgn0000053	3162	1292	1471	3922	1888	2087	1593	2019	2096	2000	2641	2558	2151.07	1903	2400	1.26	0.334	4.456	8.36037724575965e-06	0.000127620801375442	0	0.0057	0.0035	0.0035	TRUE	NA
FBgn0003447	44	15	23	149	44	57	22	23	33	76	62	70	47.63	26	69	2.724	1.446	4.454	8.41819943070792e-06	0.000128065623366647	0	0.0593	0.0478	0.0478	TRUE	NA
FBgn0040070	6583	1946	2534	8494	3049	3565	3316	3041	3611	4331	4265	4370	3822.18	3323	4322	1.301	0.379	4.45	8.60504676000845e-06	0.00013002211094226	0.0045	0.0052	0.0049	0.0049	TRUE	NA
FBgn0038545	127	26	41	278	70	85	64	41	58	142	98	104	84.48	54	115	2.109	1.076	4.447	8.68837917765471e-06	0.000131059503473744	0	0.0354	0.0273	0.0273	TRUE	NA
FBgn0035091	774	188	255	1102	358	390	390	294	363	562	501	478	431.28	349	514	1.469	0.555	4.446	8.7668140949796e-06	0.000132019645646152	0.0016	0.0106	0.0086	0.0086	TRUE	NA
FBgn0053105	1060	191	315	1596	472	450	534	298	449	814	660	552	551.14	427	675	1.582	0.662	4.437	9.12611319314287e-06	0.000136509532353042	0.0303	0.0093	0.0138	0.0138	TRUE	NA
FBgn0029664	1026	331	384	1527	482	608	517	517	547	779	674	745	629.88	527	733	1.396	0.482	4.435	9.20252942374547e-06	0.000137192967869861	0.0023	0.0087	0.0067	0.0067	TRUE	NA
FBgn0030863	3273	881	899	4043	1228	1427	1648	1377	1281	2062	1718	1749	1639.1	1435	1843	1.285	0.362	4.431	9.39310789805612e-06	0.000139105229734065	0	0.0061	0.0041	0.0041	TRUE	NA
FBgn0010551	5540	1941	2257	6900	2705	3283	2790	3033	3216	3519	3783	4024	3394.27	3013	3775	1.253	0.326	4.425	9.6573999750088e-06	0.000142782420160312	6e-04	0.0053	0.0036	0.0036	TRUE	NA
FBgn0051460	377	99	150	674	203	233	190	155	214	344	284	286	245.26	186	305	1.64	0.714	4.409	1.03914588862568e-05	0.000152875993170137	0.0108	0.0152	0.0142	0.0142	TRUE	NA
FBgn0031268	164	67	58	350	106	135	83	105	83	178	148	165	127.03	90	164	1.856	0.892	4.375	1.21539575392546e-05	0.000176766841735413	0.0066	0.0251	0.0208	0.0208	TRUE	NA
FBgn0264305	1879	731	694	2737	955	1139	946	1142	989	1396	1336	1396	1200.86	1026	1376	1.348	0.431	4.375	1.21420612369738e-05	0.000176766841735413	0.0047	0.0067	0.0061	0.0061	TRUE	NA
FBgn0034029	855	256	322	1291	405	491	431	400	459	658	566	602	519.36	430	609	1.421	0.507	4.37	1.24359676599343e-05	0.000180281154550671	0.0022	0.0096	0.0076	0.0076	TRUE	NA
FBgn0001206	1027	323	356	1306	522	583	517	505	507	666	730	715	606.66	510	704	1.373	0.457	4.366	1.26302392971625e-05	0.000182800708142076	0	0.0088	0.0061	0.0061	TRUE	NA
FBgn0038815	262	90	91	469	157	167	132	141	130	239	220	205	177.62	134	221	1.663	0.734	4.365	1.26932937077429e-05	0.000183119729903302	0	0.0192	0.014	0.014	TRUE	NA
FBgn0036449	3138	886	951	3766	1269	1510	1581	1385	1355	1920	1775	1851	1644.39	1440	1849	1.283	0.36	4.358	1.31412487470236e-05	0.00018927637308213	0	0.0061	0.0042	0.0042	TRUE	NA
FBgn0030433	652	251	324	1078	416	467	328	392	462	550	582	572	481.05	394	568	1.461	0.547	4.342	1.41162416258915e-05	0.000202016086088479	0.0071	0.01	0.0091	0.0091	TRUE	NA
FBgn0030456	1108	392	409	1456	582	654	558	613	583	742	814	802	685.26	585	786	1.344	0.426	4.334	1.46272781529008e-05	0.000208660693139624	0	0.0083	0.0054	0.0054	TRUE	NA
FBgn0040308	1269	375	475	1779	597	689	639	586	677	907	835	844	748.12	634	862	1.362	0.446	4.333	1.46845374852287e-05	0.000209143412668409	0.0016	0.008	0.0061	0.0061	TRUE	NA
FBgn0039869	3426	875	951	4155	1231	1585	1726	1367	1355	2119	1722	1943	1705.23	1483	1928	1.303	0.382	4.32	1.55927769695092e-05	0.000221372811347722	0.0029	0.0061	0.0049	0.0049	TRUE	NA
FBgn0026179	799	274	243	1048	466	464	402	428	346	534	652	569	488.63	392	585	1.48	0.566	4.318	1.57784354128021e-05	0.000222976776073889	0.0105	0.0099	0.0101	0.0101	TRUE	NA
FBgn0030305	816	259	329	1178	492	464	411	405	469	601	688	569	523.69	428	619	1.445	0.531	4.318	1.57727636573479e-05	0.000222976776073889	0.0069	0.0095	0.0088	0.0088	TRUE	NA
FBgn0263118	680	201	212	928	318	374	342	314	302	473	445	458	389.18	319	459	1.433	0.519	4.317	1.57806632115003e-05	0.000222976776073889	0	0.0112	0.0076	0.0076	TRUE	NA
FBgn0063667	8	1	4	42	20	25	4	2	6	21	28	31	15.22	4	27	6.621	2.727	4.315	1.59263770588909e-05	0.00022458308096601	0.0064	0.176	0.1389	0.1389	TRUE	NA
FBgn0033663	32719	11711	13718	37777	16804	19506	16479	18302	19547	19264	23503	23908	20167.25	18109	22225	1.224	0.291	4.315	1.59789038602855e-05	0.000224711199169054	0.0019	0.0047	0.0032	0.0032	TRUE	NA
FBgn0051614	616	168	151	1183	261	252	310	263	215	603	365	309	344.19	263	426	1.596	0.675	4.303	1.68507351897466e-05	0.000235661099033099	0.0193	0.0121	0.0141	0.0141	TRUE	NA
FBgn0017577	2200	772	876	2869	1162	1224	1108	1206	1248	1463	1625	1500	1358.54	1187	1529	1.29	0.367	4.301	1.69885309403634e-05	0.000237043095777258	0	0.0065	0.0044	0.0044	TRUE	NA
FBgn0034753	11975	4713	6054	14785	7226	8512	6031	7366	8626	7539	10107	10433	8350.41	7341	9360	1.273	0.348	4.295	1.749589448168e-05	0.000243361896762309	0.0052	0.0048	0.0046	0.0046	TRUE	NA
FBgn0051219	2643	990	1199	4958	1443	1677	1331	1547	1708	2528	2018	2055	1864.81	1529	2200	1.443	0.529	4.29	1.78451951749841e-05	0.000247449678435726	0.022	0.0059	0.0104	0.0104	TRUE	NA
FBgn0032444	8440	3352	4045	10167	4904	5600	4251	5239	5764	5185	6859	6864	5693.43	5085	6303	1.238	0.308	4.278	1.8862202420597e-05	0.000260742209931782	0.0012	0.005	0.0035	0.0035	TRUE	NA
FBgn0036641	300	117	151	555	201	242	151	183	215	283	281	297	234.98	183	287	1.597	0.676	4.242	2.21256229837469e-05	0.000302575517986003	0.0075	0.0156	0.0135	0.0135	TRUE	NA
FBgn0039562	28975	11186	13200	33097	16250	19055	14594	17482	18809	16877	22728	23355	18974.18	16962	20987	1.231	0.299	4.228	2.35754619101868e-05	0.000320928162893245	0.0019	0.0047	0.0036	0.0036	TRUE	NA
FBgn0028434	125	25	50	237	83	104	63	39	71	121	116	127	89.61	58	121	2.081	1.057	4.216	2.48642300778708e-05	0.00033693106918875	0.021	0.0337	0.0317	0.0317	TRUE	NA
FBgn0004584	3572	1047	1202	4271	1532	1756	1799	1636	1713	2178	2143	2152	1936.85	1716	2158	1.256	0.329	4.214	2.50424111318898e-05	0.000338318806970917	0	0.0059	0.0038	0.0038	TRUE	NA
FBgn0013347	1175	265	370	1584	467	579	592	414	527	808	653	710	617.29	511	724	1.415	0.501	4.203	2.63631024337518e-05	0.000355086734137863	0.0074	0.0088	0.0084	0.0084	TRUE	NA
FBgn0030040	3206	1231	1528	3784	1921	2452	1615	1924	2177	1930	2687	3005	2222.94	1905	2541	1.318	0.399	4.202	2.64885396278674e-05	0.000356238944091651	0.0066	0.0057	0.006	0.006	TRUE	NA
FBgn0026430	1648	636	661	2104	885	1021	830	994	942	1073	1238	1251	1054.67	922	1187	1.289	0.366	4.196	2.71342351589723e-05	0.000364374014991914	0	0.007	0.0045	0.0045	TRUE	NA
FBgn0032805	337	91	92	625	156	155	170	142	131	319	218	190	194.99	148	242	1.639	0.713	4.19	2.78904420231182e-05	0.000371179802185463	0.0066	0.0179	0.0147	0.0147	TRUE	NA
FBgn0031816	247	92	109	369	176	203	124	144	155	188	246	249	184.44	141	228	1.598	0.676	4.181	2.90121297520434e-05	0.000383819731386292	0	0.0187	0.0129	0.0129	TRUE	NA
FBgn0034249	870	255	362	1141	491	556	438	399	516	582	687	681	550.43	451	650	1.431	0.517	4.164	3.13041042501199e-05	0.000411096545519957	0.0086	0.0093	0.0091	0.0091	TRUE	NA
FBgn0011674	180	47	59	312	99	119	91	73	84	159	138	146	115.27	83	148	1.783	0.834	4.154	3.26180504146814e-05	0.000427275280600651	0	0.0272	0.019	0.019	TRUE	NA
FBgn0034259	1558	486	608	2091	725	929	785	760	866	1066	1014	1139	938.26	804	1073	1.337	0.418	4.154	3.26317739495682e-05	0.000427275280600651	0.003	0.0073	0.0061	0.0061	TRUE	NA
FBgn0031048	1328	526	621	1593	826	991	669	822	885	812	1155	1215	926.34	792	1061	1.323	0.404	4.148	3.35137335443827e-05	0.000437113358244407	0.0023	0.0073	0.0057	0.0057	TRUE	NA
FBgn0051216	2546	853	884	3574	1113	1326	1282	1333	1260	1823	1557	1625	1479.92	1292	1668	1.294	0.372	4.148	3.3529972048983e-05	0.000437113358244407	0.0026	0.0063	0.005	0.005	TRUE	NA
FBgn0031245	288	93	128	495	175	206	145	145	182	252	245	252	203.74	157	250	1.598	0.677	4.137	3.51323247965262e-05	0.000457334781972273	0.0017	0.0173	0.0138	0.0138	TRUE	NA
FBgn0051116	257	88	100	429	159	172	129	138	142	219	222	211	176.9	136	217	1.602	0.679	4.119	3.80763645178421e-05	0.000493500631559259	0	0.0193	0.0133	0.0133	TRUE	NA
FBgn0037717	806	285	343	1079	458	519	406	445	489	550	641	636	527.84	447	609	1.362	0.446	4.117	3.83124357935463e-05	0.000495840654545462	0	0.0095	0.0064	0.0064	TRUE	NA
FBgn0033268	112	40	52	202	86	120	56	63	74	103	120	147	93.9	64	123	1.905	0.93	4.113	3.89886572026738e-05	0.000503862096700256	0	0.0323	0.0245	0.0245	TRUE	NA
FBgn0022774	1231	538	607	1641	770	887	620	841	865	837	1077	1087	887.78	775	1000	1.297	0.376	4.103	4.07438828184654e-05	0.000525784499377017	0	0.0075	0.0048	0.0048	TRUE	NA
FBgn0262782	3760	1567	2039	5166	2331	2806	1894	2449	2905	2634	3260	3439	2763.66	2416	3111	1.297	0.375	4.099	4.15081221657457e-05	0.000534103070518889	0.006	0.0055	0.0057	0.0057	TRUE	NA
FBgn0039644	1845	618	670	2422	875	968	929	966	955	1235	1224	1186	1082.52	950	1215	1.282	0.358	4.097	4.17876320260111e-05	0.000536925976967308	0	0.0069	0.0045	0.0045	TRUE	NA
FBgn0036272	1482	481	551	1777	758	856	746	752	785	906	1060	1049	883.13	761	1005	1.312	0.391	4.088	4.34888323237643e-05	0.000556382912107758	0.0011	0.0075	0.0054	0.0054	TRUE	NA
FBgn0085354	226	62	98	351	142	186	114	97	140	179	199	228	159.32	117	202	1.709	0.773	4.048	5.16714006499613e-05	0.000651731084469144	0.0125	0.0209	0.0192	0.0192	TRUE	NA
FBgn0032436	13	6	4	62	31	18	7	9	6	32	43	22	19.78	7	32	4.543	2.184	4.047	5.18839357827336e-05	0.000652568375408185	0	0.1365	0.12	0.12	TRUE	NA
FBgn0038043	591	195	238	744	342	425	298	305	339	379	478	521	386.7	314	459	1.442	0.528	4.047	5.18738927423727e-05	0.000652568375408185	0.005	0.0113	0.0094	0.0094	TRUE	NA
FBgn0261244	2565	822	895	3110	1214	1294	1292	1285	1275	1586	1698	1586	1453.62	1284	1623	1.262	0.336	4.045	5.2417755615498e-05	0.000658355214692542	0	0.0063	0.0042	0.0042	TRUE	NA
FBgn0016697	1459	621	756	2197	929	1013	735	971	1077	1120	1299	1242	1073.98	928	1220	1.334	0.416	4.028	5.62977158072178e-05	0.000700098053430557	0.0061	0.007	0.0067	0.0067	TRUE	NA
FBgn0013720	563	190	244	767	325	391	284	297	348	391	455	479	375.52	310	442	1.421	0.507	4.024	5.71846100953114e-05	0.000709248011321015	0	0.0115	0.0086	0.0086	TRUE	NA
FBgn0030241	1674	772	775	2067	1058	1219	843	1206	1104	1054	1480	1494	1196.98	1051	1343	1.274	0.35	4.023	5.74562138440067e-05	0.000710642644912714	0	0.0067	0.0045	0.0045	TRUE	NA
FBgn0028991	421	88	91	607	171	167	212	138	130	310	239	205	205.44	160	251	1.573	0.654	4.019	5.84556831650183e-05	0.000722004496076921	0	0.0172	0.0133	0.0133	TRUE	NA
FBgn0028670	5760	2197	2618	6817	3157	3648	2901	3434	3730	3476	4416	4471	3738.02	3355	4121	1.226	0.294	4.013	5.98849684005134e-05	0.000738636419636167	8e-04	0.0052	0.0036	0.0036	TRUE	NA
FBgn0040238	3223	1204	1199	4308	1537	1817	1623	1882	1708	2197	2150	2227	1964.5	1738	2191	1.265	0.339	4.007	6.14727965856169e-05	0.000756132332657794	0.0023	0.0059	0.0046	0.0046	TRUE	NA
FBgn0037028	562	141	189	783	244	363	283	220	269	399	341	445	326.37	257	395	1.529	0.613	4.001	6.29653292319095e-05	0.000772363173133175	0.0159	0.0125	0.0134	0.0134	TRUE	NA
FBgn0026380	1898	632	788	2405	1064	1071	956	988	1123	1226	1488	1313	1182.29	1022	1342	1.31	0.39	3.999	6.36818020412096e-05	0.000779011633189043	0.0041	0.0067	0.0059	0.0059	TRUE	NA
FBgn0020391	327	122	145	507	227	223	165	191	207	259	317	273	235.22	188	283	1.516	0.601	3.993	6.51968756760646e-05	0.000795366256539968	0	0.0156	0.0116	0.0116	TRUE	NA
FBgn0030344	2476	825	872	3199	1109	1270	1247	1289	1243	1631	1551	1557	1419.66	1260	1580	1.256	0.329	3.986	6.73297350931502e-05	0.000818033380111335	0	0.0064	0.0041	0.0041	TRUE	NA
FBgn0261931	2088	796	746	2682	1036	1246	1052	1244	1063	1368	1449	1527	1283.75	1120	1448	1.295	0.372	3.979	6.91237950245628e-05	0.000838689523871394	0.0029	0.0066	0.0055	0.0055	TRUE	NA
FBgn0264743	2359	892	946	3354	1172	1361	1188	1394	1348	1710	1639	1668	1491.31	1310	1672	1.285	0.361	3.97	7.19183385920377e-05	0.000865540112704713	0.0033	0.0063	0.0052	0.0052	TRUE	NA
FBgn0035523	79	10	23	180	65	41	40	16	33	92	91	50	53.52	30	78	2.626	1.393	3.968	7.24316151459115e-05	0.000870544176652745	0.0967	0.0533	0.0623	0.0623	TRUE	NA
FBgn0267408	5072	1899	2043	5889	2574	3008	2555	2968	2911	3003	3600	3687	3120.58	2811	3430	1.217	0.283	3.967	7.27494575379476e-05	0.000873189053513269	2e-04	0.0054	0.0033	0.0033	TRUE	NA
FBgn0033205	2733	920	1146	4076	1361	1504	1377	1438	1633	2079	1904	1843	1712.13	1483	1942	1.314	0.394	3.962	7.44763751179781e-05	0.000889865047494397	0.0071	0.0061	0.0065	0.0065	TRUE	NA
FBgn0032421	202	88	119	429	143	210	102	138	170	219	200	257	180.83	137	225	1.705	0.77	3.956	7.62270965510648e-05	0.000907610629601344	0.0269	0.019	0.021	0.021	TRUE	NA
FBgn0038453	1754	482	534	2403	675	763	883	753	761	1225	944	935	917.05	799	1035	1.294	0.372	3.955	7.66148321561838e-05	0.000911012584759949	9e-04	0.0074	0.0051	0.0051	TRUE	NA
FBgn0038261	22	15	9	68	40	39	11	23	13	35	56	48	30.96	16	46	2.972	1.572	3.951	7.78745087793627e-05	0.000923531691101871	0	0.0888	0.069	0.069	TRUE	NA
FBgn0036560	18	4	5	74	14	32	9	6	7	38	20	39	19.83	7	32	4.299	2.104	3.939	8.18668935852208e-05	0.000964474089335121	0	0.1362	0.1174	0.1174	TRUE	NA
FBgn0038107	2179	701	947	2710	1137	1422	1097	1096	1349	1382	1590	1743	1376.26	1181	1572	1.326	0.407	3.937	8.25897543731539e-05	0.00097170817727571	0.0086	0.0064	0.0069	0.0069	TRUE	NA
FBgn0083983	167	27	54	338	82	88	84	42	77	172	115	108	99.69	68	132	1.933	0.951	3.936	8.29245896139583e-05	0.00097436392796401	0.0219	0.0307	0.0294	0.0294	TRUE	NA
FBgn0034390	1217	459	546	1531	708	790	613	717	778	781	990	968	807.92	703	913	1.296	0.374	3.929	8.53240064541971e-05	0.000999925692435669	0	0.0078	0.0052	0.0052	TRUE	NA
FBgn0052436	572	252	212	938	363	365	288	394	302	478	508	447	402.9	328	478	1.473	0.558	3.923	8.75658977271834e-05	0.00102217446627941	0.0142	0.011	0.0118	0.0118	TRUE	NA
FBgn0031992	473	66	101	704	148	163	238	103	144	359	207	200	208.51	162	255	1.583	0.662	3.919	8.87529738420113e-05	0.00103064246607173	0.0027	0.0171	0.0145	0.0145	TRUE	NA
FBgn0030466	4316	1789	1714	5091	2506	2692	2174	2796	2442	2596	3505	3300	2802.11	2471	3134	1.262	0.336	3.918	8.92582813961606e-05	0.00103382159905021	0.0039	0.0055	0.0049	0.0049	TRUE	NA
FBgn0261842	61	20	43	143	62	92	31	31	61	73	87	113	65.94	41	91	2.229	1.156	3.915	9.03753489527398e-05	0.00104405157328327	0.045	0.0441	0.0443	0.0443	TRUE	NA
FBgn0039651	84	44	35	181	84	82	42	69	50	92	117	101	78.54	54	103	1.966	0.975	3.906	9.38721808056299e-05	0.00108025589509572	0	0.0378	0.03	0.03	TRUE	NA
FBgn0037848	1004	368	414	1433	537	590	506	575	590	731	751	723	645.95	557	735	1.329	0.41	3.904	9.46900359719678e-05	0.00108686635119495	0	0.0086	0.0063	0.0063	TRUE	NA
FBgn0035710	20	3	5	61	22	25	10	5	7	31	31	31	19.07	7	31	4.063	2.023	3.895	9.8039521447912e-05	0.00112157396138178	0	0.1414	0.1072	0.1072	TRUE	NA
FBgn0030053	737	293	334	958	448	517	371	458	476	489	627	634	508.97	435	583	1.337	0.419	3.889	0.000100610206621064	0.00114744462979068	0	0.0097	0.0063	0.0063	TRUE	NA
FBgn0027885	5007	1356	1416	6185	1794	2023	2522	2119	2018	3154	2509	2480	2466.9	2220	2714	1.222	0.289	3.887	0.000101626063908118	0.0011560773894261	1e-04	0.0056	0.0035	0.0035	TRUE	NA
FBgn0003943	24248	8613	9526	28766	11370	12842	12213	13461	13574	14669	15903	15740	14259.81	13083	15437	1.181	0.24	3.882	0.000103449400665111	0.00117532207116978	0	0.0047	0.0027	0.0027	TRUE	NA
FBgn0266421	824	187	269	1181	364	368	415	292	383	602	509	451	442.16	363	521	1.43	0.516	3.877	0.000105574870888234	0.00119642588455828	0.0093	0.0104	0.0102	0.0102	TRUE	NA
FBgn0020249	1441	580	730	2095	881	967	726	906	1040	1068	1232	1185	1026.36	891	1162	1.318	0.399	3.876	0.000106167830423177	0.0012014522466836	0.0055	0.0071	0.0066	0.0066	TRUE	NA
FBgn0053558	5668	1827	1709	6364	2815	2912	2855	2855	2435	3245	3937	3569	3149.48	2715	3584	1.315	0.396	3.876	0.00010631796894603	0.0012014522466836	0.0112	0.0054	0.0072	0.0072	TRUE	NA
FBgn0035113	194	60	66	296	117	135	98	94	94	151	164	165	127.6	95	160	1.666	0.736	3.863	0.00011198629856644	0.00125790898892869	0	0.025	0.0174	0.0174	TRUE	NA
FBgn0038804	172	50	61	256	115	124	87	78	87	131	161	152	115.84	84	148	1.728	0.789	3.863	0.00011220771840881	0.00125881272034004	0	0.0271	0.0203	0.0203	TRUE	NA
FBgn0035285	1815	494	570	2271	746	807	914	772	812	1158	1043	989	948.16	833	1063	1.276	0.352	3.862	0.000112537650935408	0.00126093001612696	0	0.0073	0.0048	0.0048	TRUE	NA
FBgn0053926	1318	485	582	1575	785	858	664	758	829	803	1098	1052	867.3	750	984	1.3	0.378	3.859	0.000113688584551389	0.00127222939855126	0.0017	0.0075	0.0057	0.0057	TRUE	NA
FBgn0051324	1569	569	571	2079	801	840	790	889	814	1060	1120	1030	950.53	831	1070	1.291	0.368	3.85	0.000117897698348221	0.00131603305781202	0.0014	0.0073	0.0054	0.0054	TRUE	NA
FBgn0261014	13122	5517	5930	15599	7380	8050	6609	8622	8450	7955	10322	9867	8637.36	7894	9381	1.19	0.251	3.85	0.000118105172175223	0.00131670310552403	3e-04	0.0048	0.0029	0.0029	TRUE	NA
FBgn0030966	372	134	158	460	266	288	187	209	225	235	372	353	263.59	207	320	1.498	0.584	3.84	0.000122839712623477	0.00135930437884467	0.0077	0.0144	0.0125	0.0125	TRUE	NA
FBgn0027945	395	95	99	557	150	220	199	148	141	284	210	270	208.66	163	255	1.563	0.644	3.818	0.000134433783191633	0.00147844049741537	0.009	0.017	0.015	0.015	TRUE	NA
FBgn0039590	2420	942	797	3108	1233	1433	1219	1472	1136	1585	1725	1756	1482.09	1276	1689	1.323	0.404	3.814	0.000136760923476205	0.00150033789513822	0.0099	0.0063	0.0073	0.0073	TRUE	NA
FBgn0028692	6065	2428	2567	7052	3203	3709	3055	3795	3658	3596	4480	4546	3854.84	3503	4207	1.199	0.262	3.804	0.000142216060531224	0.00155445461510873	1e-04	0.0052	0.0031	0.0031	TRUE	NA
FBgn0046214	7975	2882	3075	9056	3982	4379	4017	4504	4382	4618	5569	5367	4742.84	4301	5185	1.202	0.266	3.792	0.000149721786373249	0.00163249762187193	7e-04	0.0051	0.0033	0.0033	TRUE	NA
FBgn0039696	1181	394	451	1430	606	687	595	616	643	729	848	842	712.01	618	806	1.298	0.376	3.786	0.000153361373254866	0.00166810848132272	0	0.0082	0.0056	0.0056	TRUE	NA
FBgn0004872	1680	562	532	2629	805	766	846	878	758	1341	1126	939	981.32	827	1135	1.368	0.453	3.783	0.000154655938368214	0.00168014298008291	0.0137	0.0072	0.0091	0.0091	TRUE	NA
FBgn0020653	7743	3042	3474	8757	4274	4858	3900	4754	4950	4466	5978	5954	5000.31	4535	5466	1.2	0.263	3.78	0.000157114093239785	0.00170270491824184	6e-04	0.0051	0.0033	0.0033	TRUE	NA
FBgn0012037	1335	427	582	1757	678	859	672	667	829	896	948	1053	844.35	723	966	1.335	0.417	3.766	0.000166154391238532	0.00179631805539963	0.0073	0.0076	0.0075	0.0075	TRUE	NA
